word,start,end,score,speaker
the,410.182,410.242,0.99,SPEAKER_02
darkest,410.262,410.543,0.844,SPEAKER_02
times,410.583,410.763,0.863,SPEAKER_02
of,410.803,410.843,0.64,SPEAKER_02
my,410.883,410.964,0.994,SPEAKER_02
"life,",411.004,411.204,0.923,SPEAKER_02
fourth,411.224,411.465,0.818,SPEAKER_02
grade.,411.485,411.725,0.589,SPEAKER_02
I,411.745,411.765,0.783,SPEAKER_02
"mean,",411.825,411.926,0.635,SPEAKER_02
I,411.946,411.986,0.725,SPEAKER_01
was,412.026,412.146,0.36,SPEAKER_01
being,412.186,412.346,0.685,SPEAKER_01
bullied.,412.467,413.048,0.759,SPEAKER_01
It,413.068,413.108,0.492,SPEAKER_01
was.,413.128,413.208,0.49,SPEAKER_01
"Remember,",413.248,413.449,0.236,SPEAKER_01
you,413.469,413.529,0.001,SPEAKER_01
didn't,413.549,413.669,0.164,SPEAKER_01
want,413.729,413.83,0.577,SPEAKER_01
to,413.85,413.91,0.534,SPEAKER_01
go,413.99,414.03,0.003,SPEAKER_01
to,414.05,414.09,0.396,SPEAKER_01
school.,414.11,414.551,0.483,SPEAKER_02
"Yeah,",414.571,414.671,0.286,SPEAKER_01
no.,414.812,414.952,0.913,SPEAKER_01
I,415.353,415.413,0.951,SPEAKER_01
was,415.453,415.573,0.962,SPEAKER_01
being,415.633,415.874,0.858,SPEAKER_02
bullied,416.355,416.716,0.788,SPEAKER_02
so,416.836,417.056,0.978,SPEAKER_02
brutally.,417.116,418.399,0.903,SPEAKER_02
And,418.379,418.96,0.929,SPEAKER_02
I,419.963,420.023,0.99,SPEAKER_02
was,420.043,420.143,0.837,SPEAKER_02
so,420.183,420.304,0.86,SPEAKER_02
misunderstood.,420.344,420.965,0.772,SPEAKER_02
And,421.005,421.085,0.687,SPEAKER_02
I,421.105,421.125,0.993,SPEAKER_02
think,421.206,421.366,0.899,SPEAKER_02
the,421.406,421.546,0.767,SPEAKER_02
people,421.627,421.947,0.786,SPEAKER_02
I,422.008,422.068,0.973,SPEAKER_02
met,422.168,422.328,0.842,SPEAKER_02
at,422.388,422.429,0.67,SPEAKER_02
the,422.449,422.589,0.655,SPEAKER_02
time,422.669,423.11,0.735,SPEAKER_02
who,423.13,423.19,0.317,SPEAKER_02
just,424.453,424.574,0.887,SPEAKER_02
so,424.614,424.734,0.998,SPEAKER_02
happened,424.814,425.175,0.829,SPEAKER_02
to,425.195,425.255,0.744,SPEAKER_02
be,425.295,425.376,0.7,SPEAKER_02
"black,",425.456,425.756,0.882,SPEAKER_02
"especially,",426.398,426.819,0.837,SPEAKER_02
I,426.859,426.899,0.775,SPEAKER_02
"mean,",426.919,427.18,0.534,SPEAKER_00
she,427.2,427.26,0.304,SPEAKER_00
impacted,427.501,427.901,0.907,SPEAKER_02
my,427.942,428.062,0.866,SPEAKER_02
life,428.122,428.282,0.866,SPEAKER_02
in,428.343,428.403,0.903,SPEAKER_02
a,428.423,428.463,0.496,SPEAKER_02
whole,428.503,428.743,0.548,SPEAKER_02
new,428.764,428.824,0.194,SPEAKER_02
level.,428.884,429.185,0.971,SPEAKER_02
Then,429.986,430.147,0.873,SPEAKER_02
she,430.207,430.307,0.998,SPEAKER_02
brought,430.347,430.528,0.743,SPEAKER_02
me,430.548,430.608,0.981,SPEAKER_02
around,430.668,430.848,0.9,SPEAKER_02
her,430.889,431.089,0.656,SPEAKER_02
family,431.169,431.45,0.908,SPEAKER_02
and,431.49,431.55,0.975,SPEAKER_02
her,431.59,431.71,0.835,SPEAKER_02
friends,431.771,431.991,0.768,SPEAKER_02
in,432.051,432.111,0.951,SPEAKER_02
her,432.152,432.232,0.982,SPEAKER_02
community.,432.312,432.833,0.927,SPEAKER_02
And,432.853,432.933,0.69,SPEAKER_02
I,433.014,433.074,0.845,SPEAKER_02
was,433.114,433.234,0.957,SPEAKER_02
just.,433.314,434.076,0.925,SPEAKER_02
completely,434.562,435.323,0.752,SPEAKER_02
engulfed,435.363,436.064,0.78,SPEAKER_02
in,436.144,436.204,0.983,SPEAKER_02
love,436.304,436.645,0.619,SPEAKER_02
and,437.226,437.326,0.676,SPEAKER_02
"support,",437.406,437.927,0.956,SPEAKER_02
and,438.087,438.167,0.946,SPEAKER_02
I,438.207,438.227,0.986,SPEAKER_02
felt,438.287,438.448,0.906,SPEAKER_02
so,438.528,438.708,0.998,SPEAKER_02
seen.,438.888,439.309,0.909,SPEAKER_02
And,440.23,440.31,0.978,SPEAKER_02
people,440.39,440.631,0.878,SPEAKER_02
that,440.671,440.791,0.913,SPEAKER_02
looked,440.851,441.091,0.822,SPEAKER_02
like,441.171,441.352,0.689,SPEAKER_02
me,441.432,441.612,0.764,SPEAKER_02
never,441.652,442.633,0.813,SPEAKER_02
saw,442.694,442.914,0.835,SPEAKER_02
me.,442.994,443.114,0.783,SPEAKER_02
I,443.134,443.154,0.999,SPEAKER_02
feel,443.875,444.035,0.879,SPEAKER_02
like,444.076,444.176,0.864,SPEAKER_02
I've,444.276,444.416,0.678,SPEAKER_02
always,444.616,444.857,0.734,SPEAKER_02
related,444.917,445.217,0.85,SPEAKER_02
to,445.257,445.337,0.739,SPEAKER_02
othered,445.377,445.918,0.752,SPEAKER_02
"people,",445.978,446.359,0.795,SPEAKER_02
because,446.88,447.12,0.839,SPEAKER_02
I,447.14,447.16,0.999,SPEAKER_02
was,447.44,447.561,0.786,SPEAKER_02
othered,447.661,447.881,0.808,SPEAKER_02
and,447.921,448.001,0.741,SPEAKER_02
ostracized,448.101,448.602,0.343,SPEAKER_01
so,448.622,448.662,0.014,SPEAKER_01
much.,448.682,448.782,0.054,SPEAKER_01
And,448.802,448.862,0.037,SPEAKER_01
I,448.882,448.902,0.017,SPEAKER_01
wasn't.,448.922,449.223,0.599,SPEAKER_01
So,449.243,449.303,0.696,SPEAKER_01
think,449.583,449.724,0.95,SPEAKER_01
about,449.764,449.904,0.809,SPEAKER_01
"it,",449.964,450.024,0.762,SPEAKER_01
you,450.044,450.124,0.997,SPEAKER_01
were,450.164,450.304,0.696,SPEAKER_01
born,450.344,450.625,0.825,SPEAKER_01
to,450.845,450.885,0.499,SPEAKER_01
a,451.847,451.867,0.897,SPEAKER_01
mother,451.947,452.227,0.906,SPEAKER_01
who,452.307,452.488,0.832,SPEAKER_01
totally,452.528,453.429,0.904,SPEAKER_01
kind,453.789,453.95,0.476,SPEAKER_01
of,453.97,454.05,0.35,SPEAKER_01
fit,454.07,454.23,0.875,SPEAKER_01
the,454.29,454.39,0.877,SPEAKER_01
mold.,454.45,454.731,0.557,SPEAKER_01
"Yeah,",454.751,455.091,0.695,SPEAKER_02
you,455.151,455.272,0.667,SPEAKER_02
were,455.312,455.452,0.825,SPEAKER_02
"skinny,",455.512,455.892,0.904,SPEAKER_02
you,455.952,456.053,0.85,SPEAKER_02
were,456.073,456.173,0.83,SPEAKER_02
"popular,",456.233,456.714,0.952,SPEAKER_02
you,456.754,456.874,0.73,SPEAKER_02
were,456.914,457.054,0.76,SPEAKER_02
a,457.074,457.395,0.929,SPEAKER_02
hippie,457.435,457.675,0.723,SPEAKER_02
girl,457.715,457.895,0.985,SPEAKER_02
with,457.995,458.075,0.182,SPEAKER_01
long,458.096,458.456,0.78,SPEAKER_01
"hair,",458.496,458.797,0.966,SPEAKER_01
you,458.857,458.997,0.616,SPEAKER_02
were,459.037,459.177,0.837,SPEAKER_02
"white,",459.217,459.518,0.766,SPEAKER_02
you,459.618,459.758,0.936,SPEAKER_02
were,459.798,460.359,0.529,SPEAKER_02
tan.,460.479,460.679,0.882,SPEAKER_01
I,461.04,461.1,0.841,SPEAKER_01
didn't,461.14,461.3,0.763,SPEAKER_01
have,461.34,461.42,0.869,SPEAKER_01
to,461.46,461.5,0.162,SPEAKER_01
worry.,461.56,462.662,0.934,SPEAKER_01
Then,462.642,462.922,0.824,SPEAKER_01
I,462.962,462.983,0.572,SPEAKER_01
was,463.043,463.143,0.351,SPEAKER_01
exposed,463.223,463.804,0.797,SPEAKER_01
through,463.864,464.084,0.68,SPEAKER_01
you,464.124,464.645,0.615,SPEAKER_01
to,464.845,464.945,0.859,SPEAKER_01
this,464.985,465.126,0.84,SPEAKER_01
concept,465.226,465.787,0.885,SPEAKER_01
"of,",466.087,466.187,0.963,SPEAKER_01
I,467.95,467.99,0.995,SPEAKER_01
need,468.03,468.17,0.8,SPEAKER_01
to,468.21,468.25,0.908,SPEAKER_01
find,468.29,468.491,0.816,SPEAKER_01
my,468.531,468.651,0.83,SPEAKER_01
people.,468.731,469.112,0.908,SPEAKER_01
And,469.152,470.153,0.622,SPEAKER_01
my,470.193,470.313,0.696,SPEAKER_01
people,470.374,470.654,0.834,SPEAKER_01
aren't,470.714,470.874,0.664,SPEAKER_01
your,470.914,471.075,0.815,SPEAKER_01
people.,471.135,471.455,0.824,SPEAKER_01
It's,472.096,472.176,0.812,SPEAKER_01
like,472.196,472.336,0.813,SPEAKER_01
this,472.356,472.497,0.773,SPEAKER_01
tribal,472.597,472.997,0.872,SPEAKER_01
"thing,",473.038,473.298,0.72,SPEAKER_01
kind,473.318,473.538,0.754,SPEAKER_01
of.,473.618,473.899,0.568,SPEAKER_01
And,473.939,473.999,0.809,SPEAKER_01
it,474.039,474.079,0.682,SPEAKER_01
was,474.119,474.199,0.704,SPEAKER_01
so,474.259,474.5,0.648,SPEAKER_01
scary,474.52,474.94,0.75,SPEAKER_01
for,475.0,475.121,0.83,SPEAKER_01
me,475.181,475.341,0.996,SPEAKER_01
and,475.481,475.581,0.745,SPEAKER_01
for,475.641,475.742,0.888,SPEAKER_01
dad.,475.782,476.162,0.924,SPEAKER_01
"Yeah,",476.242,476.403,0.765,SPEAKER_02
it,476.423,476.463,0.487,SPEAKER_02
was,476.523,476.603,0.823,SPEAKER_02
just,476.663,476.783,0.841,SPEAKER_02
very,477.444,477.644,0.864,SPEAKER_02
unknown,477.745,478.065,0.893,SPEAKER_02
for,478.125,478.245,0.824,SPEAKER_02
you.,478.285,478.426,0.867,SPEAKER_02
But,479.087,479.187,0.887,SPEAKER_02
I,479.207,479.227,0.991,SPEAKER_02
still...,479.267,480.769,0.898,SPEAKER_02
I,481.12,481.24,0.765,SPEAKER_02
don't,481.26,481.38,0.916,SPEAKER_02
"know,",481.4,481.601,0.462,SPEAKER_02
I,481.781,481.861,0.664,SPEAKER_02
give,481.901,482.042,0.951,SPEAKER_02
you,482.082,482.202,0.637,SPEAKER_02
both,482.242,482.683,0.915,SPEAKER_02
a,482.743,482.763,0.992,SPEAKER_02
lot,482.823,482.983,0.979,SPEAKER_02
of,483.023,483.063,0.952,SPEAKER_02
credit,483.103,483.504,0.789,SPEAKER_02
because,483.604,483.945,0.516,SPEAKER_02
even,484.005,484.947,0.43,SPEAKER_02
as,485.007,485.067,0.586,SPEAKER_02
a,485.167,485.608,0.427,SPEAKER_02
kid,485.648,485.828,0.985,SPEAKER_02
I,485.868,485.928,0.995,SPEAKER_02
gave,485.968,486.089,0.758,SPEAKER_02
you,486.129,486.229,0.663,SPEAKER_02
a,486.269,486.309,0.499,SPEAKER_02
hard,486.349,486.509,0.914,SPEAKER_02
time,486.569,486.83,0.85,SPEAKER_02
because,486.87,487.11,0.853,SPEAKER_02
you,487.15,487.23,0.5,SPEAKER_02
wouldn't,487.271,487.471,0.751,SPEAKER_02
let,487.491,487.591,0.784,SPEAKER_02
me,487.631,487.751,0.76,SPEAKER_02
go,488.172,488.312,0.994,SPEAKER_02
to,488.332,488.413,0.777,SPEAKER_02
certain,488.473,488.833,0.772,SPEAKER_02
neighborhoods,488.873,489.294,0.769,SPEAKER_02
because,489.354,489.554,0.768,SPEAKER_02
you,489.615,489.715,0.883,SPEAKER_02
felt,489.755,489.935,0.89,SPEAKER_02
it,489.975,490.015,0.5,SPEAKER_02
was,490.316,490.656,0.377,SPEAKER_02
unsafe,490.676,490.857,0.191,SPEAKER_00
or,490.877,490.917,0.192,SPEAKER_00
whatever.,490.937,491.117,0.023,SPEAKER_00
I,491.137,491.157,0.001,SPEAKER_00
was,491.177,491.237,0.0,SPEAKER_00
scared.,491.257,491.678,0.389,SPEAKER_00
Yeah.,491.698,491.979,0.597,SPEAKER_02
I,492.74,492.84,0.79,SPEAKER_02
still,493.281,493.501,0.741,SPEAKER_02
do,493.541,493.682,0.986,SPEAKER_02
think,493.722,493.902,0.983,SPEAKER_02
to,493.942,494.243,0.822,SPEAKER_02
a,494.283,494.303,0.999,SPEAKER_02
certain,494.343,494.603,0.734,SPEAKER_02
degree,494.623,494.904,0.67,SPEAKER_02
you,494.924,495.024,0.832,SPEAKER_02
allowed,495.084,495.364,0.935,SPEAKER_02
me,495.425,495.525,0.95,SPEAKER_02
to,495.605,495.825,0.838,SPEAKER_02
explore.,496.326,496.867,0.697,SPEAKER_02
And,496.927,496.987,0.987,SPEAKER_02
I,497.007,497.047,0.5,SPEAKER_02
think,497.087,497.248,0.725,SPEAKER_02
for,497.308,498.129,0.872,SPEAKER_02
"me,",498.209,498.47,0.976,SPEAKER_02
my,498.63,498.85,0.963,SPEAKER_02
"experience,",498.951,499.672,0.834,SPEAKER_02
I,500.553,500.593,0.884,SPEAKER_02
would,500.613,500.734,0.835,SPEAKER_02
have,500.754,500.834,0.984,SPEAKER_02
been,500.854,500.974,0.66,SPEAKER_02
such,501.014,501.395,0.772,SPEAKER_02
a,501.435,501.475,0.499,SPEAKER_02
different,501.535,501.796,0.779,SPEAKER_02
human,501.856,502.176,0.887,SPEAKER_02
if,502.216,502.296,0.925,SPEAKER_02
I,502.376,502.457,0.969,SPEAKER_02
stayed,502.557,502.978,0.869,SPEAKER_02
in,502.998,503.038,0.5,SPEAKER_02
white,504.24,504.48,0.906,SPEAKER_02
wealthy,504.54,504.841,0.871,SPEAKER_02
neighborhoods.,504.881,506.183,0.756,SPEAKER_02
I,506.163,506.444,0.716,SPEAKER_02
think,506.464,506.644,0.907,SPEAKER_02
that,506.684,506.824,0.981,SPEAKER_02
even,506.945,507.105,0.899,SPEAKER_02
my,507.165,507.285,0.994,SPEAKER_02
"friends,",507.385,507.906,0.74,SPEAKER_02
they,508.648,508.808,0.988,SPEAKER_02
just,508.848,509.029,0.616,SPEAKER_02
are,509.389,509.509,0.774,SPEAKER_02
in,509.55,509.63,0.813,SPEAKER_02
awe,509.73,509.83,0.866,SPEAKER_02
of,509.87,509.91,0.976,SPEAKER_02
me,509.97,510.071,0.966,SPEAKER_02
a,510.131,510.151,0.879,SPEAKER_02
"lot,",510.231,510.491,0.973,SPEAKER_02
of,510.511,510.551,0.992,SPEAKER_02
the,510.592,511.093,0.87,SPEAKER_02
empathy,511.153,511.493,0.91,SPEAKER_02
I,511.553,511.614,0.657,SPEAKER_02
have,511.674,512.034,0.861,SPEAKER_02
and,512.074,512.295,0.538,SPEAKER_02
the,512.335,512.555,0.538,SPEAKER_02
view,512.615,512.796,0.955,SPEAKER_02
of,512.856,512.896,0.999,SPEAKER_02
the,512.936,513.036,0.511,SPEAKER_02
"world,",513.076,513.317,0.809,SPEAKER_02
how,513.337,513.457,0.996,SPEAKER_02
cultured,513.577,514.038,0.787,SPEAKER_02
I,514.138,514.199,0.899,SPEAKER_02
"am,",514.399,514.499,0.986,SPEAKER_02
because,514.559,515.22,0.735,SPEAKER_02
I,515.301,515.341,0.977,SPEAKER_02
have,515.401,515.541,0.987,SPEAKER_02
friends,515.641,516.002,0.69,SPEAKER_02
literally,516.904,517.284,0.871,SPEAKER_02
from,517.365,517.505,0.95,SPEAKER_02
all,517.525,517.785,0.734,SPEAKER_02
over,517.866,517.986,0.858,SPEAKER_02
the,518.026,518.086,0.736,SPEAKER_02
world.,518.146,518.547,0.789,SPEAKER_02
But,518.868,518.968,0.908,SPEAKER_02
I,519.148,519.208,0.601,SPEAKER_02
"mean,",519.248,519.409,0.888,SPEAKER_02
I,519.469,519.509,0.873,SPEAKER_02
feel,519.569,519.729,0.857,SPEAKER_02
like,519.749,519.869,0.804,SPEAKER_02
my,520.03,520.23,0.999,SPEAKER_02
life,520.31,520.491,0.855,SPEAKER_02
"experience,",520.551,521.172,0.757,SPEAKER_02
my,521.212,521.312,0.978,SPEAKER_02
childhood,521.372,521.733,0.873,SPEAKER_02
experience,521.773,522.274,0.657,SPEAKER_02
was,522.635,522.755,0.792,SPEAKER_02
a,522.815,522.835,0.986,SPEAKER_02
blessing,522.875,523.216,0.883,SPEAKER_02
for,523.256,523.376,0.915,SPEAKER_02
you,523.416,523.537,0.956,SPEAKER_02
"too,",523.597,523.817,0.851,SPEAKER_02
because,523.917,524.058,0.523,SPEAKER_00
it,524.098,524.138,0.994,SPEAKER_00
completely,524.178,524.639,0.634,SPEAKER_00
opened,524.819,525.059,0.614,SPEAKER_00
your,525.1,525.26,0.973,SPEAKER_00
eyes.,525.44,525.58,0.727,SPEAKER_00
It,525.681,525.981,0.611,SPEAKER_02
was.,526.302,526.382,0.488,SPEAKER_02
You're,526.362,526.642,0.63,SPEAKER_02
so,526.783,527.023,0.918,SPEAKER_02
empathetic,527.103,527.604,0.86,SPEAKER_02
now,527.684,527.824,0.995,SPEAKER_02
to,527.864,528.004,0.67,SPEAKER_02
people,528.044,528.305,0.778,SPEAKER_02
of,528.365,528.405,0.999,SPEAKER_02
all,528.625,528.745,0.77,SPEAKER_02
different,528.785,529.106,0.865,SPEAKER_02
backgrounds.,529.146,529.726,0.84,SPEAKER_02
And,529.847,529.967,0.791,SPEAKER_02
that's,531.028,531.288,0.846,SPEAKER_02
such,531.669,531.849,0.868,SPEAKER_02
a,531.889,531.909,0.091,SPEAKER_02
beautiful,531.969,532.31,0.8,SPEAKER_02
thing,532.35,532.51,0.854,SPEAKER_02
because,532.57,532.77,0.799,SPEAKER_02
there,532.79,532.89,0.973,SPEAKER_02
are,532.93,533.051,0.496,SPEAKER_02
so,533.271,533.491,0.843,SPEAKER_02
many,533.551,533.732,0.858,SPEAKER_02
people,533.772,534.052,0.586,SPEAKER_02
in,534.132,534.172,0.948,SPEAKER_02
your,534.212,534.332,0.998,SPEAKER_02
"position,",534.372,534.833,0.905,SPEAKER_02
"racially,",534.893,535.714,0.961,SPEAKER_02
"financially,",535.754,536.295,0.767,SPEAKER_02
that,536.555,536.675,0.43,SPEAKER_02
would,536.715,536.836,0.978,SPEAKER_02
not,536.896,537.016,0.984,SPEAKER_02
even,537.076,537.236,0.549,SPEAKER_02
give,537.336,537.556,0.715,SPEAKER_02
a,537.597,537.737,0.708,SPEAKER_02
second,537.877,538.217,0.878,SPEAKER_02
thought,538.337,538.618,0.707,SPEAKER_02
to,538.658,538.818,0.752,SPEAKER_02
a,538.838,538.858,1.0,SPEAKER_02
person,539.018,539.319,0.902,SPEAKER_02
of,539.359,539.399,1.0,SPEAKER_02
color,539.459,539.719,0.774,SPEAKER_02
and,539.759,539.819,0.862,SPEAKER_02
what,539.859,539.96,0.998,SPEAKER_02
they,539.98,540.12,0.589,SPEAKER_02
go,540.16,540.28,0.855,SPEAKER_02
"through,",540.32,540.5,0.811,SPEAKER_02
or,540.56,540.64,0.938,SPEAKER_02
an,540.701,540.741,0.971,SPEAKER_02
impoverished,540.801,541.281,0.835,SPEAKER_02
"person,",541.301,541.582,0.859,SPEAKER_02
or,541.622,541.682,0.81,SPEAKER_02
an,541.722,541.762,0.901,SPEAKER_02
oppressed,541.802,542.162,0.843,SPEAKER_02
person.,542.222,542.603,0.783,SPEAKER_02
If,542.883,542.923,0.995,SPEAKER_02
you,542.963,543.044,0.825,SPEAKER_02
don't,543.084,543.224,0.683,SPEAKER_02
know,543.484,543.724,0.618,SPEAKER_02
people,543.845,544.125,0.777,SPEAKER_02
in,544.185,544.225,0.836,SPEAKER_02
these,544.285,544.405,0.897,SPEAKER_02
"communities,",544.465,544.806,0.645,SPEAKER_02
you,544.826,544.886,0.999,SPEAKER_02
don't,544.926,545.046,0.899,SPEAKER_02
know,545.086,545.206,0.875,SPEAKER_02
what,545.246,545.347,0.91,SPEAKER_02
is,545.587,545.667,0.67,SPEAKER_02
actually,545.747,546.007,0.788,SPEAKER_02
going,546.067,546.288,0.743,SPEAKER_02
on.,546.388,546.468,0.868,SPEAKER_01
True.,546.608,547.089,0.359,SPEAKER_01
And,547.109,547.189,0.849,SPEAKER_01
that's,547.209,547.389,0.899,SPEAKER_01
the,547.449,547.529,0.949,SPEAKER_02
problem.,547.569,548.15,0.91,SPEAKER_02
True.,548.29,548.791,0.337,SPEAKER_01
"Yeah,",548.811,548.931,0.24,SPEAKER_01
I,548.951,549.011,0.908,SPEAKER_01
made,549.071,549.212,0.948,SPEAKER_01
assumptions.,549.272,549.712,0.825,SPEAKER_01
"Yeah,",550.033,550.173,0.651,SPEAKER_02
yeah.,550.293,550.553,0.675,SPEAKER_02
For,550.653,550.794,0.795,SPEAKER_02
sure.,550.814,551.034,0.884,SPEAKER_02
When,552.596,552.716,0.619,SPEAKER_02
are,552.756,552.836,0.684,SPEAKER_02
you,552.876,552.956,0.684,SPEAKER_02
most,553.016,553.197,0.746,SPEAKER_02
concerned,553.257,553.657,0.828,SPEAKER_02
for,553.697,553.797,0.907,SPEAKER_02
me,553.858,553.978,0.73,SPEAKER_02
and,554.038,554.118,0.891,SPEAKER_02
why?,554.158,555.019,0.935,SPEAKER_02
When,555.505,556.647,0.583,SPEAKER_02
are,556.767,556.848,0.963,SPEAKER_01
you,556.888,556.968,0.909,SPEAKER_01
most,557.108,557.188,0.402,SPEAKER_01
concerned,557.248,557.629,0.674,SPEAKER_01
for,557.669,557.849,0.525,SPEAKER_01
me,557.89,558.11,0.768,SPEAKER_01
and,558.431,559.432,0.74,SPEAKER_01
why?,562.578,562.659,0.369,SPEAKER_01
When,564.282,564.402,0.527,SPEAKER_01
you,564.442,564.562,0.578,SPEAKER_01
call,564.602,564.843,0.919,SPEAKER_01
me,564.903,564.983,0.946,SPEAKER_01
and,565.063,565.123,0.988,SPEAKER_01
you're,565.143,565.304,0.905,SPEAKER_01
really,565.324,565.544,0.851,SPEAKER_01
sad,565.624,565.985,0.99,SPEAKER_01
and,566.005,566.065,0.331,SPEAKER_01
you'll,567.488,567.648,0.964,SPEAKER_01
say,567.668,567.868,0.467,SPEAKER_01
I'm,567.888,567.949,0.327,SPEAKER_01
so,568.009,568.169,0.854,SPEAKER_01
"lonely,",568.229,568.77,0.939,SPEAKER_01
I,568.79,568.81,1.0,SPEAKER_01
feel,569.632,569.812,0.886,SPEAKER_01
so,569.872,570.033,0.98,SPEAKER_01
alone.,570.053,572.417,0.858,SPEAKER_01
It,576.059,576.219,0.696,SPEAKER_01
used,576.28,576.42,0.89,SPEAKER_01
to,576.44,576.5,0.75,SPEAKER_01
be,576.54,576.621,0.989,SPEAKER_01
when,576.661,576.741,0.877,SPEAKER_01
you,576.781,576.961,0.819,SPEAKER_01
have,577.322,577.443,0.953,SPEAKER_01
panic,577.503,577.804,0.885,SPEAKER_01
"attacks,",577.864,578.285,0.972,SPEAKER_01
but,578.325,578.446,0.984,SPEAKER_01
now,578.486,578.666,0.748,SPEAKER_01
luckily,578.726,579.107,0.927,SPEAKER_01
that's,579.147,579.589,0.909,SPEAKER_01
not,579.629,579.749,0.82,SPEAKER_01
happening,579.829,580.271,0.912,SPEAKER_01
anymore.,580.351,580.772,0.895,SPEAKER_01
But,580.812,583.038,0.942,SPEAKER_01
now,583.62,583.74,0.784,SPEAKER_01
it's,583.82,583.941,0.606,SPEAKER_01
"more,",584.001,584.261,0.875,SPEAKER_01
you,584.282,584.342,0.334,SPEAKER_01
"know,",584.642,584.823,0.319,SPEAKER_01
I,584.943,585.003,0.997,SPEAKER_01
feel,585.044,585.244,0.829,SPEAKER_01
so,585.284,585.465,0.972,SPEAKER_01
alone,585.525,585.926,0.896,SPEAKER_01
and,585.946,586.006,0.333,SPEAKER_01
I,586.447,586.488,0.912,SPEAKER_01
feel,586.528,586.728,0.981,SPEAKER_01
so,586.768,586.929,0.966,SPEAKER_01
sad.,586.989,589.596,0.973,SPEAKER_01
It's,590.977,591.197,0.702,SPEAKER_01
not,591.238,591.398,0.927,SPEAKER_01
really,591.498,591.739,0.883,SPEAKER_01
"worry,",591.779,592.26,0.919,SPEAKER_01
though.,592.3,592.5,0.834,SPEAKER_01
It's,592.54,592.641,0.834,SPEAKER_01
more,592.721,592.921,0.968,SPEAKER_01
that,592.981,593.122,0.862,SPEAKER_01
I,593.162,593.182,0.565,SPEAKER_01
want,593.242,593.382,0.767,SPEAKER_01
to,593.402,593.482,0.706,SPEAKER_01
fix,593.522,593.783,0.9,SPEAKER_01
it.,593.903,593.963,0.88,SPEAKER_01
I,594.024,594.464,0.908,SPEAKER_01
want,594.505,594.645,0.868,SPEAKER_01
to,594.665,594.745,0.735,SPEAKER_01
do,594.825,594.925,0.99,SPEAKER_01
something,595.006,595.306,0.805,SPEAKER_01
to,595.346,595.407,0.774,SPEAKER_01
take,595.467,595.647,0.818,SPEAKER_01
away,595.687,595.827,0.757,SPEAKER_01
your,595.888,595.988,0.705,SPEAKER_01
sadness.,596.028,596.509,0.907,SPEAKER_01
"Deb,",596.91,597.17,0.689,SPEAKER_01
for,597.271,597.371,0.877,SPEAKER_01
any,597.451,597.591,0.722,SPEAKER_01
"parent,",597.671,598.112,0.948,SPEAKER_01
it's,598.273,598.413,0.77,SPEAKER_01
really,598.674,599.094,0.874,SPEAKER_01
"hard,",599.175,599.575,0.849,SPEAKER_01
no,599.916,599.996,0.979,SPEAKER_00
matter,600.016,600.217,0.812,SPEAKER_01
how,600.257,600.578,0.76,SPEAKER_01
old,600.698,600.838,0.707,SPEAKER_01
your,600.878,600.999,0.916,SPEAKER_01
child,601.039,601.319,0.81,SPEAKER_01
"is,",601.46,601.58,0.949,SPEAKER_01
just,602.742,602.963,0.81,SPEAKER_01
to,603.023,603.123,0.973,SPEAKER_01
feel,603.243,603.504,0.884,SPEAKER_01
you,603.564,603.684,0.725,SPEAKER_01
can't,603.764,604.045,0.722,SPEAKER_01
take,604.105,604.266,0.772,SPEAKER_01
away,604.306,604.466,0.673,SPEAKER_01
pain,604.506,604.947,0.555,SPEAKER_01
or,605.027,605.087,0.944,SPEAKER_01
help,605.127,605.408,0.888,SPEAKER_01
them.,605.468,606.37,0.936,SPEAKER_01
in,606.35,606.57,0.901,SPEAKER_01
some,606.63,606.811,0.67,SPEAKER_01
way.,606.871,607.111,0.9,SPEAKER_01
But,607.271,607.331,0.133,SPEAKER_01
you,607.351,607.451,0.609,SPEAKER_01
are,607.591,607.672,0.883,SPEAKER_01
helping,607.712,608.072,0.835,SPEAKER_01
me.,608.132,608.292,0.909,SPEAKER_02
That's,608.412,608.573,0.944,SPEAKER_02
what,608.593,608.713,0.504,SPEAKER_02
I,608.733,608.773,0.386,SPEAKER_02
want,608.813,608.993,0.708,SPEAKER_02
you,609.013,609.113,0.207,SPEAKER_02
to,609.133,609.193,0.75,SPEAKER_02
always,609.213,609.394,0.666,SPEAKER_02
"see,",609.454,609.614,0.975,SPEAKER_02
"like,",609.654,609.814,0.981,SPEAKER_02
I'm,610.355,610.475,0.963,SPEAKER_02
so,610.535,610.695,0.87,SPEAKER_02
"lonely,",610.775,611.116,0.786,SPEAKER_02
I'm,611.156,611.316,0.636,SPEAKER_02
so,611.376,611.536,0.81,SPEAKER_02
"sad,",611.596,611.877,0.914,SPEAKER_02
I'm,611.917,612.037,0.701,SPEAKER_02
calling,612.077,612.357,0.933,SPEAKER_02
you,612.397,612.477,0.958,SPEAKER_02
"crying,",612.517,612.898,0.838,SPEAKER_02
but,613.138,613.218,0.99,SPEAKER_02
I'm,613.238,613.358,0.829,SPEAKER_02
calling,613.398,613.739,0.941,SPEAKER_02
you.,613.779,614.019,0.82,SPEAKER_02
Right.,614.039,614.78,0.32,SPEAKER_02
